Year,Month,Total_Tax_Revene,Total grants,other_revenue,Date,Agriculture,Human capital development,General total expenditure,Total Central Gov't spending,Total Local Gov't spending,Core Inflation,Purchasing Managers Index,Composite Economic Activity Index,Exchange_rate,Fiscal Balance,Fiscal_Balance,revenue_growth_rate,expenditure_growth_rate,revenue_expenditure_ratio,tax_share,grant_share,health_expenditure_share,agriculture_expenditure_share,Agriculture_share,Human capital development_share
2014,12,2213.65036483126,1173.34964164194,21.505075481,2014-12-01,105.260776916755,1.823980074,1030.1243188608,820.070964229504,116.535157811,,,108.68629968832,2768.79503727576,117.09366954214,1183.52604597046,38.61285648974335,7.752640900926688,2.148915741819691,1.0,0.5300519270265975,0.0017706407281182469,0.10218259581830028,0.10218259581830028,0.0017706407281182469
2015,1,1679.959335046246,862.285862382986,14.109656418,2015-01-01,135.1530645643,4.199257186,1185.5200096107,773.194785960158,308.941231355,,,109.014745440565,2860.712,-388.806426169574,494.4393254355459,-24.1090932092926,15.085139521970504,1.4170653564910385,1.0,0.513277818334364,0.0035421225723376425,0.1140031914001025,0.1140031914001025,0.0035421225723376425
2015,2,1621.229321667674,837.633522277694,15.134220424,2015-02-01,51.274989109,2.184649848,915.481180485017,716.868726822677,102.428222916,,,109.594850822091,2868.84775,-54.0341557643909,705.7481411826569,-3.495918749542548,-22.778091212003936,1.7709040406584386,1.0,0.5166656629526439,0.002386340532792366,0.05600878554579875,0.05600878554579875,0.002386340532792366
2015,3,1681.5252842330688,867.191969191069,19.816020071,2015-03-01,69.8789526993,7.664443635,787.713220523889,552.762957001697,128.498142954,,,109.850905662518,2951.51027214751,81.9611715705367,893.8120637091797,3.7191507555125902,-13.956372089859581,2.1346922210023678,1.0,0.5157174722987224,0.009729992382129328,0.08871115893272072,0.08871115893272072,0.009729992382129328
2015,4,1668.744308043736,864.478776821936,17.364835717,2015-04-01,178.776631818646,3.696756014,1243.11277902494,851.898631418188,269.345745611,,,110.139803519398,2995.57775,-342.986842014546,425.6315290187961,-0.7600823079601859,57.81286217313652,1.3423917251921813,1.0,0.5180414834405409,0.002973789728796468,0.14381368676691825,0.14381368676691825,0.002973789728796468
2015,5,1633.5073874908328,835.953254252833,15.8528402,2015-05-01,101.450570004,17.186215956,1065.91970499908,844.211509981593,119.531388287,,,111.305153333627,3007.603,-397.328972042696,567.5876824917527,-2.111582965889569,-14.253982182119051,1.532486340040259,1.0,0.511753580457881,0.01612336827567592,0.09517655929260409,0.09517655929260409,0.01612336827567592
2015,6,2854.92985285077,1469.39327992369,26.167214549,2015-06-01,162.3785740142,6.211937744,1452.82419181704,1190.72693256701,157.005156883,,,112.851742948773,3199.90275,-179.650527267519,1402.1056610337303,74.77299917425637,36.29771407765596,1.9650896983482384,1.0,0.5146862990193743,0.004275767005387459,0.11176753176935603,0.11176753176935603,0.004275767005387459
2015,7,1753.4625958864701,943.64838751663,23.985601864,2015-07-01,105.929168735921,12.445516533,1231.23120988782,849.557341790172,239.2680167245,,,112.50612968373,3360.09431488801,-311.878480167188,522.2313859986502,-38.58123714894213,-15.252566909150566,1.4241537915906404,1.0,0.5381628269290596,0.01010818799349144,0.08603515561108334,0.08603515561108334,0.01010818799349144
2015,8,1832.4228557619701,1002.45831393762,22.676881346,2015-08-01,155.751813934951,4.737559282,1023.30460108644,804.834733874707,127.092077224,,,113.099016476993,3548.25142857143,-387.1787912386,809.1182546755301,4.503104888620757,-16.887698031982513,1.7906915045788823,1.0,0.5470671307037214,0.00462966674533677,0.15220474311323304,0.15220474311323304,0.00462966674533677
2015,9,1903.0113562303197,1039.24470108156,34.518055585,2015-09-01,95.9802239249048,2.13704484,994.495067715469,658.939502188794,179.944851075,,,113.540759438968,3667.56714285714,-194.96955671091,908.5162885148508,3.852194936686537,-2.8153428940301928,1.9135452934943895,1.0,0.5461053596339028,0.0021488742472189127,0.09651151327013452,0.09651151327013452,0.0021488742472189127
